PC1,PC2
2.26470280880759,0.4800265965209865
2.0809611519657687,-0.6741335566053559
2.364229053890302,-0.3419080238846791
2.299384217042709,-0.5973945076746785
2.3898421663138465,0.6468353829020245
2.075630948176514,1.4891775233211644
2.4440288351341537,0.04764419763001155
2.2328471588720165,0.223148072689589
2.334640477907622,-1.1153276754616694
2.184328174933943,-0.4690135614023788
2.1663101007013243,1.0436906530538572
2.3261308664427,0.13307833523922893
2.2184508988224105,-0.7286761653165739
2.6331006957652288,-0.961506729170166
2.1987406032666925,1.8600571132939288
2.262214531601024,2.68628448511059
2.2075876958245946,1.48360936315557
2.1903495091923,0.488838316486325
1.8985719958028442,1.4050187944665469
2.3433690530749947,1.1278493819084736
1.9143229960825696,0.4088557077559033
2.2070128431948004,0.924121426746896
2.7743447029273334,0.45834366775291296
1.8186695286958507,0.08555852628736339
2.22716330570664,0.1372544553634246
1.951846330900377,-0.6256185877766796
2.051151372729417,0.24216355266166448
2.168577174654218,0.5271495253082646
2.139563451301333,0.31321781013994904
2.265261493154242,-0.3377319037604834
2.1401221356479856,-0.5045406901415213
1.83159477067603,0.42369506760378306
2.614947935858937,1.7935758561044262
2.4461773916965175,2.150727877392922
2.1099748753186534,-0.4602018414370404
2.207808899078267,-0.20610739768843983
2.045146206754203,0.6615581114631054
2.527331913170488,0.5922927741908068
2.4296325750845473,-0.9041800403761507
2.1697107116306653,0.268878961435468
2.2864751433456716,0.44171538769904745
1.8581224563735719,-2.3374151575533517
2.553638395614357,-0.4791006901223168
1.9644476837637423,0.4723266677192584
2.137059005811625,1.1422292620394063
2.069744299591831,-0.711052725385897
2.3847331657782647,1.1204297019845335
2.394376314219634,-0.38624687258916
2.2294465479426764,0.9979597643079777
2.203833435519132,0.009216357521273354
-1.1017811830529454,0.8629724182621565
-0.7313374253960853,0.5946147256694224
-1.2409793195158287,0.6162976544374961
-0.407483058817384,-1.7544039893234133
-1.0754747006090764,-0.20842104605096803
-0.38868733653566334,-0.5932836359900776
-0.7465297413291584,0.7730193120985945
0.48732274212564053,-1.852429086857577
-0.9279016383549432,0.032226077891151235
-0.01142618873697895,-1.0340182751294429
0.11019628000062959,-2.6540728185365676
-0.4406934489830765,-0.06329518843800372
-0.5621083064431779,-1.7647243806169484
-0.7195618886754946,-0.18622460583150818
